0;0;0;0;0
1.0;4.132;0.0;0;0.0
2.0;4.132;0.0;0;0.0
3.0;4.132;0.0;0;0.0
4.0;4.132;0.0;16384;0.0
5.0;4.028;1.144;16384;0.00031765
6.0;4.026;1.144;16384;0.00063532
7.0;4.025;1.144;16384;0.00095298
8.0;4.024;1.144;16384;0.00127067
9.0;4.023;1.144;16384;0.00158834
10.0;4.022;1.144;16384;0.001906
11.0;4.021;1.144;16384;0.00222369
12.0;4.021;1.144;16384;0.00254136
13.0;4.02;1.144;16384;0.00285904
14.0;4.019;1.144;16384;0.00317672
15.0;4.018;1.144;16384;0.0034944
16.0;4.018;1.144;16384;0.00381209
17.0;4.017;1.144;16384;0.00412978
18.0;4.017;1.144;16384;0.0044475
19.0;4.016;1.144;16384;0.00476519
20.0;4.016;1.144;16384;0.0050829
21.0;4.015;1.144;16384;0.00540059
22.0;4.015;1.144;16384;0.00571829
23.0;4.014;1.144;16384;0.00603598
24.0;4.014;1.144;16384;0.00635368
25.0;4.013;1.144;16384;0.00667139
26.0;4.013;1.144;16384;0.0069891
27.0;4.012;1.144;16384;0.00730679
28.0;4.012;1.144;16384;0.00762449
29.0;4.012;1.144;16384;0.00794219
30.0;4.011;1.144;16384;0.0082599
31.0;4.011;1.144;16384;0.00857759
32.0;4.01;1.144;16384;0.00889529
33.0;4.01;1.144;16384;0.00921298
34.0;4.01;1.144;16384;0.00953068
35.0;4.009;1.144;16384;0.00984838
36.0;4.111;0.0;16384;0.00984838
37.0;4.113;0.0;16384;0.00984838
38.0;4.114;0.0;16384;0.00984838
39.0;4.114;0.0;16384;0.00984838
40.0;4.115;0.0;16384;0.00984838
41.0;4.116;0.0;16384;0.00984838
42.0;4.116;0.0;16384;0.00984838
43.0;4.116;0.0;16384;0.00984838
44.0;4.117;0.0;16384;0.00984838
45.0;4.117;0.0;16384;0.00984838
46.0;4.117;0.0;16384;0.00984838
47.0;4.118;0.0;16384;0.00984838
48.0;4.118;0.0;16384;0.00984838
49.0;4.118;0.0;16384;0.00984838
50.0;4.119;0.0;16384;0.00984838
51.0;4.119;0.0;16384;0.00984838
52.0;4.119;0.0;16384;0.00984838
53.0;4.119;0.0;16384;0.00984838
54.0;4.119;0.0;16384;0.00984838
55.0;4.12;0.0;16384;0.00984838
56.0;4.12;0.0;16384;0.00984838
57.0;4.12;0.0;16384;0.00984838
58.0;4.12;0.0;16384;0.00984838
59.0;4.12;0.0;16384;0.00984838
60.0;4.121;0.0;16384;0.00984838
61.0;4.121;0.0;16384;0.00984838
62.0;4.121;0.0;16384;0.00984838
63.0;4.121;0.0;16384;0.00984838
64.0;4.121;0.0;16384;0.00984838
65.0;4.121;0.0;16384;0.00984838
66.0;4.121;0.0;16384;0.00984838
67.0;4.121;0.0;16384;0.00984838
68.0;4.122;0.0;16384;0.00984838
69.0;4.122;0.0;16384;0.00984838
70.0;4.122;0.0;16384;0.00984838
71.0;4.122;0.0;16384;0.00984838
72.0;4.122;0.0;16384;0.00984838
73.0;4.122;0.0;16384;0.00984838
74.0;4.122;0.0;16384;0.00984838
75.0;4.122;0.0;16384;0.00984838
76.0;4.122;0.0;16384;0.00984838
77.0;4.122;0.0;16384;0.00984838
78.0;4.122;0.0;16384;0.00984838
79.0;4.123;0.0;16384;0.00984838
80.0;4.123;0.0;16384;0.00984838
81.0;4.123;0.0;16384;0.00984838
82.0;4.123;0.0;16384;0.00984838
83.0;4.123;0.0;16384;0.00984838
84.0;4.123;0.0;16384;0.00984838
85.0;4.123;0.0;16384;0.00984838
86.0;4.123;0.0;16384;0.00984838
87.0;4.123;0.0;16384;0.00984838
88.0;4.123;0.0;16384;0.00984838
89.0;4.123;0.0;16384;0.00984838
90.0;4.123;0.0;16384;0.00984838
91.0;4.123;0.0;16384;0.00984838
92.0;4.123;0.0;16384;0.00984838
93.0;4.124;0.0;16384;0.00984838
94.0;4.124;0.0;16384;0.00984838
95.0;4.124;0.0;16384;0.00984838
96.0;4.124;0.0;16384;0.00984838
97.0;4.124;0.0;16384;0.00984838
98.0;4.124;0.0;16384;0.00984838
99.0;4.124;0.0;16384;0.00984838
100.0;4.124;0.0;16384;0.00984838
101.0;4.124;0.0;16384;0.00984838
102.0;4.124;0.0;16384;0.00984838
103.0;4.124;0.0;16384;0.00984838
104.0;4.124;0.0;16384;0.00984838
105.0;4.124;0.0;16384;0.00984838
106.0;4.124;0.0;16384;0.00984838
107.0;4.124;0.0;16384;0.00984838
108.0;4.124;0.0;16384;0.00984838
109.0;4.124;0.0;16384;0.00984838
110.0;4.124;0.0;16384;0.00984838
111.0;4.124;0.0;16384;0.00984838
112.0;4.124;0.0;16384;0.00984838
113.0;4.124;0.0;16384;0.00984838
114.0;4.124;0.0;16384;0.00984838
115.0;4.124;0.0;16384;0.00984838
116.0;4.124;0.0;16384;0.00984838
117.0;4.125;0.0;16384;0.00984838
118.0;4.125;0.0;16384;0.00984838
119.0;4.125;0.0;16384;0.00984838
120.0;4.125;0.0;16384;0.00984838
121.0;4.125;0.0;16384;0.00984838
122.0;4.125;0.0;16384;0.00984838
123.0;4.125;0.0;16384;0.00984838
124.0;4.125;0.0;16384;0.00984838
126.0;4.125;0.0;16384;0.00984838
127.0;4.125;0.0;16384;0.00984838
128.0;4.125;0.0;16384;0.00984838
129.0;4.125;0.0;16384;0.00984838
130.0;4.125;0.0;16384;0.00984838
131.0;4.125;0.0;16384;0.00984838
132.0;4.125;0.0;16384;0.00984838
133.0;4.125;0.0;16384;0.00984838
134.0;4.125;0.0;16384;0.00984838
135.0;4.125;0.0;16384;0.00984838
136.0;4.125;0.0;16384;0.00984838
137.0;4.125;0.0;16384;0.00984838
138.0;4.125;0.0;16384;0.00984838
139.0;4.125;0.0;16384;0.00984838
140.0;4.125;0.0;16384;0.00984838
141.0;4.125;0.0;16384;0.00984838
142.0;4.125;0.0;16384;0.00984838
143.0;4.125;0.0;16384;0.00984838
144.0;4.125;0.0;16384;0.00984838
145.0;4.125;0.0;16384;0.00984838
146.0;4.125;0.0;16384;0.00984838
147.0;4.125;0.0;16384;0.00984838
148.0;4.125;0.0;16384;0.00984838
149.0;4.125;0.0;16384;0.00984838
150.0;4.125;0.0;16384;0.00984838
151.0;4.125;0.0;16384;0.00984838
152.0;4.125;0.0;16384;0.00984838
153.0;4.125;0.0;16384;0.00984838
154.0;4.125;0.0;16384;0.00984838
155.0;4.125;0.0;16384;0.00984838
156.0;4.125;0.0;16384;0.00984838
157.0;4.125;0.0;16384;0.00984838
158.0;4.125;0.0;16384;0.00984838
159.0;4.125;0.0;16384;0.00984838
160.0;4.125;0.0;16384;0.00984838
161.0;4.125;0.0;16384;0.00984838
162.0;4.125;0.0;16384;0.00984838
163.0;4.125;0.0;16384;0.00984838
164.0;4.125;0.0;16384;0.00984838
165.0;4.125;0.0;16384;0.00984838
166.0;4.125;0.0;16384;0.00984838
167.0;4.125;0.0;16384;0.00984838
168.0;4.126;0.0;16384;0.00984838
169.0;4.126;0.0;16384;0.00984838
170.0;4.126;0.0;16384;0.00984838
171.0;4.126;0.0;16384;0.00984838
172.0;4.126;0.0;16384;0.00984838
173.0;4.126;0.0;16384;0.00984838
174.0;4.126;0.0;16384;0.00984838
175.0;4.126;0.0;16384;0.00984838
176.0;4.126;0.0;16384;0.00984838
177.0;4.126;0.0;16384;0.00984838
178.0;4.126;0.0;16384;0.00984838
179.0;4.126;0.0;16384;0.00984838
180.0;4.126;0.0;16384;0.00984838
181.0;4.126;0.0;16384;0.00984838
182.0;4.126;0.0;16384;0.00984838
183.0;4.126;0.0;16384;0.00984838
184.0;4.126;0.0;16384;0.00984838
185.0;4.126;0.0;16384;0.00984838
186.0;4.126;0.0;16384;0.00984838
187.0;4.126;0.0;16384;0.00984838
188.0;4.126;0.0;16384;0.00984838
189.0;4.126;0.0;16384;0.00984838
190.0;4.126;0.0;16384;0.00984838
191.0;4.126;0.0;16384;0.00984838
192.0;4.126;0.0;16384;0.00984838
193.0;4.126;0.0;16384;0.00984838
194.0;4.126;0.0;16384;0.00984838
195.0;4.126;0.0;16384;0.00984838
196.0;4.126;0.0;16384;0.00984838
197.0;4.126;0.0;16384;0.00984838
198.0;4.126;0.0;16384;0.00984838
199.0;4.126;0.0;16384;0.00984838
200.0;4.126;0.0;16384;0.00984838
201.0;4.126;0.0;16384;0.00984838
202.0;4.126;0.0;16384;0.00984838
203.0;4.126;0.0;16384;0.00984838
204.0;4.126;0.0;16384;0.00984838
205.0;4.126;0.0;16384;0.00984838
206.0;4.126;0.0;16384;0.00984838
207.0;4.126;0.0;16384;0.00984838
208.0;4.126;0.0;16384;0.00984838
209.0;4.126;0.0;16384;0.00984838
210.0;4.126;0.0;16384;0.00984838
211.0;4.126;0.0;16384;0.00984838
212.0;4.126;0.0;16384;0.00984838
213.0;4.126;0.0;16384;0.00984838
214.0;4.126;0.0;16384;0.00984838
215.0;4.126;0.0;16384;0.00984838
216.0;4.126;0.0;16384;0.00984838
217.0;4.126;0.0;16384;0.00984838
